user,audio_file,valence,arousal
P26,Suno_dull_13_crop.wav,8,3
P26,StableAudio_tranquil_4_crop.wav,5,4
P26,Udio_scared_4_crop.wav,4,5
P26,Udio_anxious_13_crop.wav,6,5
P26,MusicGen_scared_1_crop.wav,1,4
P26,Mustango_anxious_1_crop.wav,2,3
P26,StableAudio_calm_12_crop.wav,4,5
P26,AudioLDM2_dull_1_crop.wav,4,3
P26,Suno_energetic_10_crop.wav,7,7
P27,Mustango_energetic_2_crop.wav,8,9
P27,Udio_scared_3_crop.wav,7,7
P27,MusicGen_scared_12_crop.wav,6,7
P27,AudioLDM2_calm_2_crop.wav,5,7
P27,MusicGen_angry_11_crop.wav,7,9
P27,AudioLDM2_excited_5_crop.wav,6,4
P27,StableAudio_scared_5_crop.wav,4,7
P27,Udio_sad_12_crop.wav,7,3
P27,AudioLDM2_anxious_9_crop.wav,3,2
P27,Suno_calm_1_crop.wav,6,2
P27,Suno_relaxed_2_crop.wav,9,6
P27,MusicGen_sad_9_crop.wav,2,7
P27,StableAudio_sad_1_crop.wav,6,9
P27,Udio_gloomy_13_crop.wav,6,3
P27,AudioLDM2_happy_7_crop.wav,5,3
P27,Suno_dull_2_crop.wav,6,5
P27,Udio_anxious_1_crop.wav,7,6
P27,Mustango_tranquil_1_crop.wav,4,3
P27,AudioLDM2_scared_11_crop.wav,2,3
P27,Suno_angry_6_crop.wav,7,7
P27,Mustango_happy_8_crop.wav,6,2
P27,Udio_calm_14_crop.wav,7,2
P27,MusicGen_tranquil_2_crop.wav,6,2
P27,StableAudio_happy_11_crop.wav,7,2
P27,StableAudio_relaxed_14_crop.wav,3,2
P27,Mustango_dull_10_crop.wav,2,2
P27,AudioLDM2_relaxed_1_crop.wav,2,1
P27,MusicGen_relaxed_5_crop.wav,2,6
P27,Mustango_angry_3_crop.wav,5,2
P27,Mustango_calm_5_crop.wav,6,3
P27,MusicGen_anxious_11_crop.wav,7,8
P27,Suno_excited_1_crop.wav,4,8
P27,Mustango_relaxed_9_crop.wav,5,4
P27,StableAudio_tranquil_2_crop.wav,4,2
P27,MusicGen_energetic_14_crop.wav,4,9
P27,Mustango_scared_11_crop.wav,7,9
P27,Udio_happy_2_crop.wav,7,6
P27,AudioLDM2_dull_1_crop.wav,6,3
P27,AudioLDM2_sad_1_crop.wav,2,4
P27,Suno_tranquil_4_crop.wav,6,3
P27,Udio_relaxed_9_crop.wav,5,4
P27,Suno_sad_12_crop.wav,5,3
P27,StableAudio_energetic_2_crop.wav,5,7
P27,Udio_tranquil_8_crop.wav,5,2
P27,Suno_gloomy_13_crop.wav,6,2
P27,Mustango_sad_8_crop.wav,5,2
P27,StableAudio_calm_8_crop.wav,4,2
P27,StableAudio_anxious_7_crop.wav,6,2
P27,Mustango_excited_12_crop.wav,7,6
P27,MusicGen_gloomy_8_crop.wav,7,4
P27,AudioLDM2_energetic_1_crop.wav,6,7
P27,MusicGen_happy_14_crop.wav,7,6
P27,Suno_scared_4_crop.wav,7,8
P27,StableAudio_dull_7_crop.wav,7,2
P27,Suno_energetic_8_crop.wav,8,9
P27,Mustango_gloomy_2_crop.wav,5,3
P28,Suno_tranquil_2_crop.wav,6,3
P28,Udio_happy_14_crop.wav,5,4
P28,Suno_scared_3_crop.wav,6,5
P28,Suno_happy_5_crop.wav,5,4
P28,StableAudio_relaxed_13_crop.wav,5,4
P28,StableAudio_excited_6_crop.wav,3,4
P28,AudioLDM2_calm_5_crop.wav,3,5
P28,AudioLDM2_gloomy_4_crop.wav,7,3
P28,MusicGen_happy_2_crop.wav,6,3
P28,MusicGen_gloomy_4_crop.wav,5,6
P28,MusicGen_angry_6_crop.wav,5,3
P28,Udio_anxious_9_crop.wav,6,3
P28,AudioLDM2_tranquil_10_crop.wav,6,3
P28,Suno_angry_13_crop.wav,3,5
P28,AudioLDM2_sad_6_crop.wav,3,5
P28,MusicGen_sad_1_crop.wav,6,3
P28,StableAudio_dull_11_crop.wav,3,6
P28,Udio_gloomy_6_crop.wav,6,3
P28,AudioLDM2_anxious_3_crop.wav,6,4
P28,Mustango_relaxed_6_crop.wav,6,3
P28,Mustango_scared_3_crop.wav,3,6
P28,Suno_relaxed_4_crop.wav,6,3
P28,StableAudio_gloomy_4_crop.wav,6,3
P28,MusicGen_tranquil_7_crop.wav,5,5
P28,StableAudio_happy_9_crop.wav,6,3
P28,Mustango_happy_14_crop.wav,6,3
P28,Mustango_angry_9_crop.wav,6,3
P28,MusicGen_relaxed_12_crop.wav,3,6
P28,Suno_sad_8_crop.wav,6,3
P28,MusicGen_excited_14_crop.wav,6,2
P28,StableAudio_tranquil_2_crop.wav,2,5
P28,AudioLDM2_excited_9_crop.wav,6,3
P28,AudioLDM2_energetic_6_crop.wav,3,6
P28,Mustango_sad_13_crop.wav,2,6
P28,Suno_dull_5_crop.wav,6,3
P28,Mustango_gloomy_1_crop.wav,6,3
P28,Udio_sad_10_crop.wav,7,3
P28,Udio_angry_1_crop.wav,6,3
P28,Udio_excited_6_crop.wav,6,3
P28,Udio_energetic_5_crop.wav,6,3
P28,StableAudio_sad_12_crop.wav,6,4
P28,AudioLDM2_happy_5_crop.wav,6,3
P28,StableAudio_scared_4_crop.wav,6,3
P28,StableAudio_energetic_5_crop.wav,4,7
P28,Udio_calm_9_crop.wav,6,3
P28,Suno_calm_10_crop.wav,2,6
P28,Mustango_tranquil_13_crop.wav,2,6
P28,Suno_excited_6_crop.wav,6,3
P28,MusicGen_anxious_2_crop.wav,2,6
P28,StableAudio_angry_2_crop.wav,2,6
P28,Udio_relaxed_13_crop.wav,6,3
P28,Mustango_excited_9_crop.wav,6,3
P28,MusicGen_dull_10_crop.wav,2,6
P28,Udio_tranquil_7_crop.wav,2,6
P28,Suno_gloomy_1_crop.wav,3,5
P28,AudioLDM2_scared_11_crop.wav,3,5
P29,AudioLDM2_scared_10_crop.wav,6,3
P29,Udio_scared_10_crop.wav,6,2
P29,Mustango_angry_6_crop.wav,7,4
P29,MusicGen_scared_14_crop.wav,6,2
P29,StableAudio_sad_9_crop.wav,6,3
P29,Suno_happy_2_crop.wav,7,3
P29,Mustango_excited_8_crop.wav,6,3
P29,Udio_energetic_7_crop.wav,2,7
P29,AudioLDM2_anxious_4_crop.wav,6,2
P29,Mustango_relaxed_9_crop.wav,2,6
P29,MusicGen_gloomy_11_crop.wav,6,2
P29,StableAudio_relaxed_5_crop.wav,6,3
P29,Udio_anxious_6_crop.wav,2,5
P29,Udio_gloomy_3_crop.wav,6,3
P29,Suno_angry_12_crop.wav,2,6
P29,Mustango_anxious_7_crop.wav,6,3
P29,Suno_dull_1_crop.wav,6,2
P29,MusicGen_tranquil_13_crop.wav,6,3
P29,MusicGen_excited_7_crop.wav,6,2
P29,Suno_scared_4_crop.wav,6,3
P29,Mustango_gloomy_12_crop.wav,2,6
P29,MusicGen_calm_3_crop.wav,6,3
P29,Udio_tranquil_3_crop.wav,5,3
P29,StableAudio_gloomy_13_crop.wav,6,2
P29,StableAudio_angry_12_crop.wav,5,3
P29,StableAudio_tranquil_12_crop.wav,6,2
P29,AudioLDM2_calm_1_crop.wav,6,3
P29,StableAudio_energetic_12_crop.wav,3,5
P29,MusicGen_relaxed_3_crop.wav,6,3
P29,MusicGen_dull_12_crop.wav,6,4
P29,StableAudio_scared_7_crop.wav,6,3
P29,Suno_gloomy_13_crop.wav,6,2
P29,Mustango_sad_6_crop.wav,6,2
P29,AudioLDM2_relaxed_5_crop.wav,6,2
P29,Suno_sad_13_crop.wav,6,3
P29,Suno_energetic_10_crop.wav,7,3
P29,AudioLDM2_sad_4_crop.wav,7,3
P29,StableAudio_dull_3_crop.wav,6,2
P29,Udio_angry_2_crop.wav,6,2
P29,Mustango_dull_7_crop.wav,3,6
P29,StableAudio_anxious_8_crop.wav,6,3
P29,Mustango_scared_7_crop.wav,6,2
P29,Mustango_happy_11_crop.wav,4,6
P29,Udio_excited_12_crop.wav,7,2
P29,Mustango_tranquil_5_crop.wav,6,4
P29,Suno_excited_4_crop.wav,2,6
P29,MusicGen_anxious_4_crop.wav,6,2
P29,AudioLDM2_dull_13_crop.wav,6,2
P29,Suno_tranquil_13_crop.wav,3,5
P29,Suno_calm_11_crop.wav,6,2
P29,Suno_relaxed_5_crop.wav,6,3
P29,AudioLDM2_angry_14_crop.wav,6,3
P29,MusicGen_sad_12_crop.wav,6,3
P29,Udio_calm_10_crop.wav,6,3
P29,AudioLDM2_gloomy_10_crop.wav,6,4
P30,Suno_dull_4_crop.wav,6,3
P30,Suno_calm_1_crop.wav,6,2
P30,StableAudio_gloomy_6_crop.wav,4,7
P30,Udio_sad_1_crop.wav,6,4
P30,Mustango_angry_11_crop.wav,2,5
P30,AudioLDM2_excited_10_crop.wav,7,8
P30,AudioLDM2_relaxed_11_crop.wav,7,2
P30,AudioLDM2_calm_7_crop.wav,4,6
P30,Mustango_sad_8_crop.wav,6,5
P30,Suno_sad_2_crop.wav,8,7
P30,Udio_excited_2_crop.wav,7,8
P30,Suno_excited_8_crop.wav,8,8
P30,MusicGen_relaxed_2_crop.wav,3,3
P30,Mustango_energetic_6_crop.wav,6,7
P30,Suno_tranquil_9_crop.wav,8,3
P30,Udio_anxious_10_crop.wav,7,7
P30,Udio_gloomy_13_crop.wav,7,4
P30,Suno_relaxed_8_crop.wav,6,4
P30,Suno_gloomy_1_crop.wav,7,8
P30,MusicGen_dull_13_crop.wav,3,3
P30,AudioLDM2_gloomy_8_crop.wav,7,6
P30,Suno_happy_5_crop.wav,7,6
P30,AudioLDM2_scared_2_crop.wav,1,1
P30,Mustango_tranquil_5_crop.wav,6,6
P30,Udio_scared_12_crop.wav,7,4
P30,Udio_energetic_12_crop.wav,8,8
P30,Suno_energetic_3_crop.wav,9,9
P30,Mustango_excited_4_crop.wav,3,4
P30,Mustango_relaxed_11_crop.wav,3,2
P30,Suno_angry_6_crop.wav,7,8
P30,StableAudio_tranquil_13_crop.wav,5,3
P30,StableAudio_happy_12_crop.wav,3,7
P30,StableAudio_relaxed_7_crop.wav,6,2
P30,Udio_relaxed_5_crop.wav,6,6
P30,AudioLDM2_angry_14_crop.wav,4,7
P30,StableAudio_scared_4_crop.wav,2,7
P30,Mustango_happy_9_crop.wav,3,6
P30,MusicGen_gloomy_9_crop.wav,7,7
P30,StableAudio_calm_8_crop.wav,6,2
P30,StableAudio_excited_1_crop.wav,3,7
P30,AudioLDM2_energetic_13_crop.wav,3,6
P30,Suno_scared_1_crop.wav,1,7
P30,StableAudio_angry_12_crop.wav,6,7
P30,Udio_calm_6_crop.wav,6,6
P30,MusicGen_excited_9_crop.wav,6,7
P30,Udio_angry_7_crop.wav,8,9
P30,Mustango_calm_7_crop.wav,4,1
P30,MusicGen_anxious_1_crop.wav,5,7
P30,AudioLDM2_dull_12_crop.wav,5,3
P30,Mustango_anxious_5_crop.wav,1,2
P30,Mustango_dull_2_crop.wav,1,3
P30,Udio_happy_7_crop.wav,7,8
P30,Mustango_scared_7_crop.wav,1,2
P30,Udio_tranquil_8_crop.wav,4,3
P30,MusicGen_scared_12_crop.wav,4,2
P30,Mustango_gloomy_10_crop.wav,6,3
P31,AudioLDM2_scared_7_crop.wav,7,6
P31,MusicGen_energetic_2_crop.wav,7,7
P31,AudioLDM2_angry_1_crop.wav,7,7
P31,StableAudio_energetic_6_crop.wav,7,7
P31,Suno_relaxed_10_crop.wav,8,7
P31,Suno_angry_12_crop.wav,6,7
P31,StableAudio_calm_13_crop.wav,6,7
P31,StableAudio_gloomy_13_crop.wav,6,7
P31,Udio_energetic_13_crop.wav,7,7
P31,MusicGen_relaxed_6_crop.wav,7,7
P31,Suno_tranquil_12_crop.wav,8,7
P31,StableAudio_relaxed_12_crop.wav,7,7
P31,StableAudio_happy_3_crop.wav,7,6
P31,MusicGen_tranquil_14_crop.wav,7,6
P31,StableAudio_anxious_7_crop.wav,6,6
P31,AudioLDM2_excited_11_crop.wav,6,6
P31,Mustango_scared_4_crop.wav,7,5
P31,Suno_dull_12_crop.wav,6,6
P31,Mustango_energetic_3_crop.wav,7,6
P31,Mustango_calm_12_crop.wav,5,6
P31,AudioLDM2_sad_4_crop.wav,7,5
P31,Udio_scared_1_crop.wav,6,6
P31,MusicGen_happy_13_crop.wav,8,6
P31,StableAudio_dull_7_crop.wav,5,6
P31,Mustango_dull_10_crop.wav,7,5
P31,MusicGen_angry_12_crop.wav,7,6
P31,Udio_tranquil_2_crop.wav,7,4
P31,Udio_calm_8_crop.wav,8,5
P31,AudioLDM2_happy_10_crop.wav,5,5
P31,StableAudio_angry_10_crop.wav,7,4
P31,StableAudio_excited_12_crop.wav,5,6
P31,Suno_anxious_14_crop.wav,7,5
P31,Udio_excited_1_crop.wav,7,5
P31,Udio_angry_7_crop.wav,5,7
P31,Udio_sad_12_crop.wav,7,5
P31,StableAudio_scared_13_crop.wav,7,5
P31,Suno_happy_11_crop.wav,7,5
P31,Udio_relaxed_13_crop.wav,7,4
P31,MusicGen_scared_6_crop.wav,7,4
P31,Suno_calm_13_crop.wav,5,7
P31,Suno_gloomy_11_crop.wav,4,5
P31,Mustango_sad_10_crop.wav,5,6
P31,Mustango_angry_2_crop.wav,6,6
P31,MusicGen_dull_12_crop.wav,5,7
P31,Mustango_happy_8_crop.wav,5,7
P31,StableAudio_sad_9_crop.wav,5,6
P31,AudioLDM2_tranquil_1_crop.wav,5,6
P31,AudioLDM2_relaxed_7_crop.wav,7,5
P31,Mustango_excited_8_crop.wav,6,5
P31,AudioLDM2_energetic_9_crop.wav,7,5
P31,AudioLDM2_gloomy_12_crop.wav,6,4
P31,Udio_anxious_2_crop.wav,4,5
P31,Mustango_tranquil_8_crop.wav,6,3
P31,Udio_happy_9_crop.wav,6,3
P31,Udio_gloomy_11_crop.wav,6,4
P31,AudioLDM2_anxious_10_crop.wav,7,5
P32,Mustango_calm_8_crop.wav,3,3
P32,AudioLDM2_sad_3_crop.wav,9,4
P32,Mustango_angry_9_crop.wav,1,9
P32,MusicGen_scared_13_crop.wav,9,6
P32,Udio_relaxed_7_crop.wav,9,2
P32,Mustango_gloomy_9_crop.wav,2,3
P32,Mustango_sad_11_crop.wav,1,1
P32,Udio_calm_8_crop.wav,9,6
P32,AudioLDM2_happy_8_crop.wav,9,7
P32,AudioLDM2_calm_1_crop.wav,5,1
P32,Mustango_excited_13_crop.wav,9,9
P32,StableAudio_dull_8_crop.wav,1,1
P32,AudioLDM2_energetic_7_crop.wav,9,9
P32,Mustango_scared_5_crop.wav,1,9
P32,MusicGen_excited_10_crop.wav,9,9
P32,MusicGen_calm_4_crop.wav,7,3
P32,StableAudio_scared_14_crop.wav,1,9
P32,Mustango_anxious_3_crop.wav,5,5
P32,AudioLDM2_relaxed_4_crop.wav,3,1
P32,Suno_excited_1_crop.wav,9,9
P32,Mustango_dull_9_crop.wav,1,1
P32,Suno_dull_1_crop.wav,7,1
P32,MusicGen_relaxed_14_crop.wav,7,5
P32,Mustango_happy_8_crop.wav,9,9
P32,Udio_tranquil_8_crop.wav,5,1
P32,Suno_angry_8_crop.wav,9,9
P32,StableAudio_anxious_5_crop.wav,1,7
P32,Suno_happy_6_crop.wav,9,9
P32,AudioLDM2_scared_1_crop.wav,1,1
P32,Udio_angry_14_crop.wav,9,9
P32,Mustango_energetic_8_crop.wav,1,9
P32,AudioLDM2_excited_7_crop.wav,9,5
P32,AudioLDM2_anxious_8_crop.wav,1,1
P32,Udio_sad_10_crop.wav,5,1
P32,MusicGen_energetic_8_crop.wav,5,5
P32,Udio_energetic_3_crop.wav,9,9
P32,MusicGen_gloomy_12_crop.wav,7,1
P32,Mustango_relaxed_4_crop.wav,7,3
P32,StableAudio_sad_10_crop.wav,6,5
P32,AudioLDM2_dull_11_crop.wav,9,9
P32,MusicGen_happy_1_crop.wav,9,7
P32,StableAudio_relaxed_6_crop.wav,5,3
P32,Suno_scared_6_crop.wav,3,1
P32,StableAudio_tranquil_14_crop.wav,1,1
P32,Suno_energetic_5_crop.wav,9,9
P32,Suno_sad_14_crop.wav,7,1
P32,AudioLDM2_tranquil_4_crop.wav,3,1
P32,MusicGen_dull_1_crop.wav,3,5
P32,AudioLDM2_gloomy_13_crop.wav,3,3
P32,MusicGen_anxious_4_crop.wav,5,9
P32,StableAudio_angry_8_crop.wav,1,9
P32,MusicGen_tranquil_2_crop.wav,7,3
P32,StableAudio_excited_5_crop.wav,7,7
P32,AudioLDM2_angry_6_crop.wav,7,3
P33,AudioLDM2_dull_10_crop.wav,6,4
P33,Suno_angry_6_crop.wav,3,8
P33,StableAudio_scared_1_crop.wav,4,6
P33,AudioLDM2_gloomy_7_crop.wav,6,4
P33,AudioLDM2_angry_2_crop.wav,1,1
P33,StableAudio_anxious_12_crop.wav,4,5
P33,Mustango_relaxed_11_crop.wav,6,3
P33,Mustango_scared_2_crop.wav,2,4
P33,AudioLDM2_tranquil_6_crop.wav,2,4
P33,Udio_energetic_8_crop.wav,3,4
P33,Suno_anxious_2_crop.wav,3,5
P33,MusicGen_energetic_7_crop.wav,1,5
P33,Suno_sad_7_crop.wav,6,4
P33,Udio_relaxed_8_crop.wav,4,3
P33,Suno_tranquil_7_crop.wav,5,3
P33,Mustango_sad_3_crop.wav,5,3
P33,Udio_scared_4_crop.wav,4,5
P33,MusicGen_angry_12_crop.wav,1,3
P33,Udio_dull_8_crop.wav,6,3
P33,AudioLDM2_excited_5_crop.wav,3,4
P33,AudioLDM2_calm_9_crop.wav,5,5
P33,StableAudio_energetic_3_crop.wav,3,4
P33,StableAudio_calm_9_crop.wav,3,5
P33,StableAudio_happy_11_crop.wav,4,5
P33,Mustango_angry_2_crop.wav,3,6
P33,Mustango_tranquil_6_crop.wav,5,3
P33,Mustango_happy_13_crop.wav,4,3
P33,Mustango_energetic_11_crop.wav,4,2
P33,MusicGen_gloomy_6_crop.wav,2,5
P33,Mustango_calm_5_crop.wav,2,3
P33,Suno_scared_7_crop.wav,4,2
P33,Suno_excited_14_crop.wav,3,8
P33,StableAudio_excited_3_crop.wav,5,4
P33,StableAudio_relaxed_8_crop.wav,5,4
P33,AudioLDM2_relaxed_9_crop.wav,4,3
P33,Suno_energetic_13_crop.wav,6,8
P33,AudioLDM2_happy_11_crop.wav,5,5
P33,Udio_angry_2_crop.wav,4,8
P33,MusicGen_happy_9_crop.wav,3,4
P33,AudioLDM2_anxious_4_crop.wav,3,3
P33,Mustango_gloomy_5_crop.wav,6,4
P33,Mustango_excited_8_crop.wav,5,3
P33,StableAudio_sad_11_crop.wav,5,4
P33,Udio_anxious_7_crop.wav,4,3
P33,AudioLDM2_scared_6_crop.wav,1,3
P33,StableAudio_tranquil_14_crop.wav,4,3
P33,Mustango_anxious_12_crop.wav,4,2
P33,Suno_relaxed_11_crop.wav,3,3
P33,Suno_dull_6_crop.wav,5,4
P33,Suno_gloomy_6_crop.wav,4,6
P33,MusicGen_sad_5_crop.wav,1,8
P33,Suno_calm_6_crop.wav,3,3
P33,MusicGen_excited_9_crop.wav,4,3
P33,MusicGen_scared_4_crop.wav,2,2
P33,Mustango_dull_14_crop.wav,2,3
P34,MusicGen_angry_12_crop.wav,3,8
P34,MusicGen_calm_4_crop.wav,6,3
P34,StableAudio_angry_13_crop.wav,1,8
P34,MusicGen_tranquil_1_crop.wav,7,2
P34,StableAudio_tranquil_8_crop.wav,2,3
P34,Suno_dull_7_crop.wav,6,3
P34,Mustango_tranquil_13_crop.wav,3,4
P34,Mustango_energetic_3_crop.wav,3,6
P34,AudioLDM2_tranquil_5_crop.wav,4,2
P34,AudioLDM2_anxious_14_crop.wav,5,3
P34,MusicGen_dull_5_crop.wav,6,6
P34,StableAudio_energetic_6_crop.wav,7,5
P34,Udio_excited_9_crop.wav,8,8
P34,Suno_tranquil_5_crop.wav,8,2
P34,StableAudio_gloomy_6_crop.wav,2,2
P34,StableAudio_sad_1_crop.wav,5,8
P34,Mustango_angry_4_crop.wav,1,8
P34,Mustango_sad_13_crop.wav,3,2
P34,Suno_excited_6_crop.wav,9,9
P34,Mustango_calm_6_crop.wav,1,2
P34,MusicGen_gloomy_1_crop.wav,3,6
P34,AudioLDM2_happy_10_crop.wav,6,5
P34,StableAudio_relaxed_10_crop.wav,6,3
P34,StableAudio_calm_14_crop.wav,6,3
P34,Suno_sad_3_crop.wav,2,4
P34,AudioLDM2_energetic_2_crop.wav,4,4
P34,Mustango_happy_8_crop.wav,6,5
P34,AudioLDM2_excited_9_crop.wav,5,3
P34,MusicGen_relaxed_13_crop.wav,3,5
P34,MusicGen_energetic_14_crop.wav,4,6
P34,MusicGen_happy_6_crop.wav,7,4
P34,AudioLDM2_calm_4_crop.wav,2,4
P34,Mustango_relaxed_9_crop.wav,2,2
P34,MusicGen_excited_3_crop.wav,3,6
P34,Udio_tranquil_13_crop.wav,8,2
P34,Mustango_excited_9_crop.wav,6,4
P34,Suno_anxious_14_crop.wav,7,6
P34,Mustango_scared_4_crop.wav,1,9
P34,AudioLDM2_scared_10_crop.wav,1,2
P34,Udio_happy_5_crop.wav,8,8
P34,AudioLDM2_sad_8_crop.wav,7,2
P34,Mustango_gloomy_4_crop.wav,1,2
P34,Udio_relaxed_8_crop.wav,6,2
P34,MusicGen_sad_10_crop.wav,5,3
P34,MusicGen_scared_2_crop.wav,1,7
P34,Udio_anxious_9_crop.wav,6,7
P34,Udio_sad_5_crop.wav,6,3
P34,AudioLDM2_dull_6_crop.wav,6,3
P34,Udio_scared_6_crop.wav,7,7
P34,StableAudio_anxious_9_crop.wav,5,5
P34,Udio_dull_10_crop.wav,6,1
P34,Suno_scared_4_crop.wav,8,6
P34,StableAudio_scared_9_crop.wav,2,7
P34,Suno_energetic_4_crop.wav,8,9
P34,Udio_calm_13_crop.wav,8,6
P34,AudioLDM2_relaxed_5_crop.wav,6,2
P35,AudioLDM2_relaxed_3_crop.wav,5,3
P35,Mustango_angry_6_crop.wav,2,8
P35,StableAudio_gloomy_12_crop.wav,4,4
P35,StableAudio_dull_2_crop.wav,9,6
P35,Mustango_anxious_12_crop.wav,4,2
P35,MusicGen_angry_6_crop.wav,8,9
P35,Suno_relaxed_3_crop.wav,8,1
P35,Mustango_tranquil_5_crop.wav,4,5
P35,Mustango_happy_10_crop.wav,8,7
P35,StableAudio_anxious_4_crop.wav,6,2
P35,Suno_energetic_7_crop.wav,9,9
P35,Udio_energetic_8_crop.wav,9,9
P35,Udio_scared_11_crop.wav,9,5
P35,Udio_tranquil_6_crop.wav,3,2
P35,Suno_excited_5_crop.wav,9,9
P35,Suno_anxious_9_crop.wav,9,9
P35,StableAudio_happy_12_crop.wav,5,6
P35,Suno_gloomy_2_crop.wav,7,2
P35,Suno_scared_10_crop.wav,3,4
P35,Udio_happy_11_crop.wav,9,9
P35,Mustango_scared_9_crop.wav,2,6
P35,Udio_excited_7_crop.wav,9,9
P35,AudioLDM2_excited_11_crop.wav,6,5
P35,StableAudio_excited_5_crop.wav,8,6
P35,Udio_calm_2_crop.wav,8,2
P35,Udio_angry_4_crop.wav,9,9
P35,AudioLDM2_gloomy_3_crop.wav,5,3
P35,MusicGen_energetic_7_crop.wav,9,9
P35,Udio_dull_5_crop.wav,9,3
P35,Udio_sad_7_crop.wav,9,3
P35,Udio_relaxed_13_crop.wav,9,3
P35,Mustango_gloomy_6_crop.wav,3,3
P35,Suno_happy_3_crop.wav,9,4
P35,AudioLDM2_happy_8_crop.wav,7,5
P35,AudioLDM2_calm_14_crop.wav,3,4
P35,MusicGen_tranquil_12_crop.wav,4,1
P35,MusicGen_scared_4_crop.wav,1,9
P35,AudioLDM2_sad_12_crop.wav,8,5
P35,Mustango_relaxed_11_crop.wav,6,6
P35,StableAudio_energetic_12_crop.wav,7,6
P35,AudioLDM2_angry_3_crop.wav,6,7
P35,Suno_sad_9_crop.wav,2,2
P35,StableAudio_sad_13_crop.wav,4,9
P35,MusicGen_gloomy_13_crop.wav,5,7
P35,StableAudio_scared_12_crop.wav,1,9
P35,Mustango_dull_11_crop.wav,1,9
P35,MusicGen_sad_13_crop.wav,2,8
P35,Suno_calm_12_crop.wav,1,1
P35,Suno_angry_2_crop.wav,9,9
P35,StableAudio_calm_10_crop.wav,3,5
P35,AudioLDM2_tranquil_5_crop.wav,2,3
P35,Udio_anxious_3_crop.wav,8,8
P35,AudioLDM2_dull_4_crop.wav,4,4
P35,MusicGen_excited_4_crop.wav,9,9
P35,MusicGen_dull_2_crop.wav,5,7
P35,AudioLDM2_anxious_2_crop.wav,5,5
P36,MusicGen_dull_14_crop.wav,1,5
P36,Mustango_angry_11_crop.wav,1,5
P36,Udio_scared_13_crop.wav,8,9
P36,Suno_angry_10_crop.wav,4,7
P36,MusicGen_gloomy_5_crop.wav,3,7
P36,StableAudio_tranquil_7_crop.wav,4,6
P36,AudioLDM2_sad_12_crop.wav,1,2
P36,StableAudio_relaxed_9_crop.wav,5,4
P36,Udio_happy_12_crop.wav,8,7
P36,AudioLDM2_happy_10_crop.wav,8,9
P36,StableAudio_gloomy_14_crop.wav,1,6
P36,MusicGen_sad_10_crop.wav,3,4
P36,StableAudio_scared_9_crop.wav,2,6
P36,StableAudio_angry_14_crop.wav,6,8
P36,StableAudio_happy_6_crop.wav,6,5
P36,AudioLDM2_angry_13_crop.wav,1,5
P36,Mustango_happy_14_crop.wav,5,6
P36,AudioLDM2_energetic_4_crop.wav,7,6
P36,Mustango_relaxed_6_crop.wav,1,4
P36,Suno_excited_5_crop.wav,5,8
P36,Udio_angry_9_crop.wav,2,8
P36,Suno_happy_2_crop.wav,9,6
P36,Mustango_scared_1_crop.wav,1,6
P36,AudioLDM2_calm_3_crop.wav,4,3
P36,Udio_relaxed_13_crop.wav,5,6
P36,Udio_anxious_14_crop.wav,1,5
P36,Mustango_excited_10_crop.wav,5,6
P36,AudioLDM2_anxious_6_crop.wav,5,6
P36,Mustango_anxious_3_crop.wav,3,7
P36,Udio_tranquil_3_crop.wav,4,5
P36,Udio_calm_8_crop.wav,9,2
P36,Suno_gloomy_14_crop.wav,5,7
P36,Suno_scared_8_crop.wav,1,6
P36,MusicGen_calm_6_crop.wav,1,3
P36,AudioLDM2_tranquil_11_crop.wav,2,3
P36,StableAudio_sad_5_crop.wav,5,6
P36,StableAudio_energetic_10_crop.wav,4,7
P36,Udio_gloomy_1_crop.wav,4,6
P36,Suno_tranquil_1_crop.wav,6,4
P36,Udio_excited_13_crop.wav,6,8
P36,AudioLDM2_gloomy_9_crop.wav,2,3
P36,AudioLDM2_excited_13_crop.wav,6,8
P36,MusicGen_angry_3_crop.wav,1,6
P36,Suno_sad_4_crop.wav,9,2
P36,Suno_anxious_8_crop.wav,1,5
P36,Mustango_gloomy_12_crop.wav,2,5
P36,StableAudio_dull_14_crop.wav,3,6
P36,StableAudio_anxious_4_crop.wav,1,2
P36,Suno_calm_11_crop.wav,8,1
P36,MusicGen_happy_12_crop.wav,2,3
P36,MusicGen_energetic_5_crop.wav,1,8
P36,MusicGen_excited_6_crop.wav,3,5
P36,StableAudio_calm_14_crop.wav,5,8
P36,MusicGen_relaxed_6_crop.wav,1,6
P36,AudioLDM2_relaxed_4_crop.wav,3,6
P36,Suno_energetic_3_crop.wav,6,8
P37,Mustango_dull_6_crop.wav,6,3
P37,StableAudio_anxious_13_crop.wav,6,4
P37,MusicGen_excited_4_crop.wav,6,3
P37,Mustango_anxious_6_crop.wav,6,3
P37,MusicGen_anxious_10_crop.wav,2,6
P37,Mustango_calm_11_crop.wav,2,5
P37,Mustango_angry_10_crop.wav,6,3
P37,Suno_tranquil_5_crop.wav,6,2
P37,MusicGen_happy_12_crop.wav,6,3
P37,AudioLDM2_excited_11_crop.wav,5,3
P37,MusicGen_scared_6_crop.wav,6,2
P37,AudioLDM2_energetic_14_crop.wav,6,4
P37,Mustango_energetic_13_crop.wav,6,3
